Date,Open,High,Low,Close,Adj Close,Volume
2006-01-05,35.696000,35.910000,35.659000,35.842000,35.842000,77692071
2006-01-06,36.132000,36.509000,35.961000,36.491000,36.491000,110120922
2006-01-09,36.466000,36.697000,36.355000,36.637000,36.637000,80775256
2006-01-10,36.457000,36.697000,36.380000,36.662000,36.662000,84420431
2006-01-11,36.774000,37.030000,36.654000,36.945000,36.945000,100777623
2006-01-12,36.893000,37.013000,36.637000,36.765000,36.765000,82429110
2006-01-13,36.714000,36.808000,36.534000,36.748000,36.748000,64586061
2006-01-17,36.483000,36.585000,36.338000,36.509000,36.509000,78109615
2006-01-18,35.944000,36.303000,35.927000,36.090000,36.090000,122426531
2006-01-19,36.252000,36.611000,36.158000,36.355000,36.355000,111105162
2006-01-20,36.295000,36.329000,35.183000,35.269000,35.269000,188671125
2006-01-23,35.363000,35.440000,35.123000,35.277000,35.277000,111432050
2006-01-24,35.363000,35.654000,35.320000,35.431000,35.431000,77967258
2006-01-25,35.602000,35.628000,35.123000,35.277000,35.277000,99830921
2006-01-26,35.500000,35.645000,35.252000,35.525000,35.525000,112779786
2006-01-27,35.748000,36.243000,35.688000,36.004000,36.004000,110836097
2006-01-30,36.030000,36.184000,35.970000,36.072000,36.072000,53942774
2006-01-31,36.030000,36.141000,35.748000,35.910000,35.910000,101424250
2006-02-01,35.705000,36.055000,35.654000,36.038000,36.038000,89240235
2006-02-02,35.936000,35.978000,35.406000,35.423000,35.423000,94051510
2006-02-03,35.149000,35.252000,34.867000,34.987000,34.987000,121104031
2006-02-06,34.961000,35.064000,34.704000,34.893000,34.893000,58171412
2006-02-07,34.833000,34.995000,34.576000,34.739000,34.739000,87377388
2006-02-08,34.991000,35.183000,34.790000,35.141000,35.141000,89928249
2006-02-09,35.226000,35.371000,34.739000,34.807000,34.807000,78220268
2006-02-10,34.790000,35.106000,34.422000,35.021000,35.021000,102575845
2006-02-13,34.816000,34.833000,34.457000,34.619000,34.619000,70655982
2006-02-14,34.670000,35.072000,34.551000,34.970000,34.970000,94758477
2006-02-15,34.858000,35.277000,34.824000,35.192000,35.192000,92268318
2006-02-16,35.320000,35.525000,35.183000,35.517000,35.517000,103879199
2006-02-17,35.448000,35.448000,35.226000,35.235000,35.235000,81770143
2006-02-21,35.243000,35.286000,34.722000,34.841000,34.841000,85106042
2006-02-22,34.893000,35.517000,34.781000,35.277000,35.277000,90997709
2006-02-23,35.243000,35.517000,35.123000,35.183000,35.183000,66530589
2006-02-24,35.183000,35.303000,35.064000,35.277000,35.277000,57087915
2006-02-27,35.371000,35.799000,35.337000,35.671000,35.671000,64960242
2006-02-28,35.559000,35.671000,35.029000,35.141000,35.141000,117638927
2006-03-01,35.243000,35.713000,35.183000,35.619000,35.619000,80979384
2006-03-02,35.525000,35.773000,35.406000,35.645000,35.645000,69878146
2006-03-03,35.431000,35.919000,35.388000,35.440000,35.440000,112081666
2006-03-06,35.508000,35.594000,35.021000,35.132000,35.132000,99593596
2006-03-07,35.081000,35.115000,34.756000,34.927000,34.927000,96498119
2006-03-08,34.858000,35.132000,34.628000,34.944000,34.944000,104013376
2006-03-09,35.055000,35.183000,34.602000,34.645000,34.645000,108641563
2006-03-10,34.610000,34.875000,34.362000,34.679000,34.679000,124486257
2006-03-13,34.850000,35.004000,34.730000,34.781000,34.781000,69171046
2006-03-14,34.756000,35.414000,34.747000,35.371000,35.371000,118215325
2006-03-15,35.508000,35.671000,35.329000,35.671000,35.671000,84396103
2006-03-16,35.782000,35.842000,35.337000,35.371000,35.371000,101385916
2006-03-17,35.353000,35.584000,35.276000,35.465000,35.465000,78228437
2006-03-20,35.576000,35.661000,35.422000,35.550000,35.550000,60240179
2006-03-21,35.516000,35.944000,35.148000,35.174000,35.174000,136565994
2006-03-22,34.977000,35.319000,34.960000,35.259000,35.259000,112323505
2006-03-23,35.157000,35.268000,34.926000,35.157000,35.157000,75220667
2006-03-24,35.276000,35.507000,35.097000,35.336000,35.336000,81809167
2006-03-27,35.319000,35.516000,35.285000,35.345000,35.345000,54405618
2006-03-28,35.396000,35.653000,35.071000,35.199000,35.199000,100534374
2006-03-29,35.251000,36.021000,35.225000,35.867000,35.867000,130733520
2006-03-30,35.935000,36.192000,35.756000,35.978000,35.978000,115943447
2006-03-31,36.055000,36.098000,35.798000,35.875000,35.875000,71090453
2006-04-03,36.064000,36.252000,35.850000,35.918000,35.918000,80733294
2006-04-04,35.965000,36.200000,35.875000,36.115000,36.115000,90039798
2006-04-05,36.192000,36.508000,36.115000,36.457000,36.457000,91662248
2006-04-06,36.431000,36.739000,36.312000,36.560000,36.560000,91712997
2006-04-07,36.701000,36.834000,36.192000,36.209000,36.209000,116609375
2006-04-10,36.277000,36.363000,36.012000,36.158000,36.158000,58988051
2006-04-11,36.277000,36.303000,35.687000,35.867000,35.867000,91488640
2006-04-12,35.892000,36.004000,35.764000,35.875000,35.875000,58884695
2006-04-13,35.850000,36.218000,35.756000,36.021000,36.021000,63482405
2006-04-17,35.969000,36.115000,35.413000,35.644000,35.644000,104085141
2006-04-18,35.751000,36.414000,35.738000,36.329000,36.329000,124333392
2006-04-19,36.397000,36.491000,36.192000,36.491000,36.491000,79128313
2006-04-20,36.466000,36.637000,36.260000,36.363000,36.363000,81412978
2006-04-21,36.508000,36.671000,35.781000,35.935000,35.935000,130186988
2006-04-24,35.901000,35.995000,35.696000,35.901000,35.901000,78556475
2006-04-25,36.004000,36.021000,35.636000,35.824000,35.824000,77660788
2006-04-26,35.824000,35.987000,35.679000,35.815000,35.815000,82566672
2006-04-27,35.653000,36.354000,35.507000,36.158000,36.158000,174121982
